chunk_text,source,row
"제목: 더블유게임즈
부제: 와우게임즈 연결 편입, M&A 성과 지속
날짜: 2025-10-21
작성자: 강석오
카테고리: 국내종목
링크: https://bbs2.shinhaninvest.com/mobile/view.do?boardName=gicompanyanalyst&messageId=920198&messageNumber=25154
본문: 신한생각 업종 내 가장 뛰어난 MA 및 주주환원 성과 캐주얼 중심 MA 지속하며 확실한 실적 성장과 시너지를 모두 갖춤.",data/clean_data.csv,4
"업종 내 저평가되어 있지만 실적과 투자 성과 보이며 주가 우상향 전망 3Q25 Preview 와우게임즈 연결 편입과 수익성 유지 더블유게임즈는 3Q25 영업수익 1,892억원(YoY  22.8, QoQ 10.1), 영업이익 602억원(YoY 1.2, QoQ 10.8, 영업이익률 31.8)을 기록하며 컨센서스 영업이익 588억원을 상회할 전망. 7월 인수완료된 독일 소셜카지노 기업 와우게임즈가 연결 인식 시작됨. 기존 소셜카지노 게임 결제액은 견고하고, 당분기 달러는 동사 실적에 우호적이었음.",data/clean_data.csv,4
"기존 소셜카지노 게임 결제액은 견고하고, 당분기 달러는 동사 실적에 우호적이었음. 또한 팍시게임즈(캐주얼)과 슈퍼네이션(i-Gaming)은 외형 성장 지속될 것. 인건비마케팅비는 가이던스를 따라가고 있고 DTC 비중도 높아져 이익 개선 기대 7월 발표한 350억원 규모 자사주 매입은 현재 60 수준 완료. 4Q25 중 발행주식수의 1~2 자사주 소각 계획. 보유 현금을 시너지가 발생하는 MA와 주주환원(배당 및 자사주 매입소각) 통해 효율적으로 사용 중. 내년에도 1~2건의 캐주얼 게임사 MA를 예상.",data/clean_data.csv,4
"내년에도 1~2건의 캐주얼 게임사 MA를 예상. 동사의 기존 사업과 마케팅 및 사업 방식이 유사해 자금 투입 통한 외형 성장 가능한 중소 캐주얼 게임사 인수 기대. 팍시게임즈와 슈퍼네이션은 곧 이익 기여 시작 전망 Valuation  Risk 투자 성과 및 주주환원 대비 저평가 투자의견 매수를 유지하고, 목표주가는 76,000원으로 상향. 목표주가는 12개월 선행 주당순이익 9,438원에 목표 주가수익비율 8배 적용해 산출. MA와 주주환원 두 가지 방식으로 쌓인 현금을 효율적으로 사용.",data/clean_data.csv,4
MA와 주주환원 두 가지 방식으로 쌓인 현금을 효율적으로 사용. 현재 주가수익비율은 업종 평균 대비 낮지만 확실한 두자릿대 성장으로 거듭나 2026년부터는 중소형 게임사들 대비 실적 및 주가 수익률 초과 성과 기대,data/clean_data.csv,4
"제목: 넷마블
부제: 또 흥행, 또 서프라이즈
날짜: 2025-10-21
작성자: 강석오
카테고리: 국내종목
링크: https://bbs2.shinhaninvest.com/mobile/view.do?boardName=gicompanyanalyst&messageId=920197&messageNumber=25153
본문: 신한생각 지속 성장 가능한 유일한 게임사, Top Pick 유지 작년부터 계속된 신작 흥행과 비용 통제로 호실적 기록 중.",data/clean_data.csv,5
"게임사 중 내년 실적 성장과 신작 흥행의 확률이 가장 높아 주가 우상향 전망 3Q25 Preview 신작 흥행과 비용 통제로 컨센서스 상회 전망 넷마블은 3Q25 영업수익 6,962억원(YoY  7.6, QoQ -3), 영업이익 889억원(YoY 35.8, QoQ -12, 영업이익률 12.8)을 기록하며 컨센서스 영업이익 816억원 상회 전망. 8월 , 9월 와 이 예상 뛰어넘는 성과 실현. 는 현재까지 국내 매출 1~2위 기록 중. 전분기 출시된 도 10위권 유지 중.",data/clean_data.csv,5
"는 현재까지 국내 매출 1~2위 기록 중. 전분기 출시된 도 10위권 유지 중. 인건비마케팅비는 매출 대비 각각 30, 20 미만으로 통제, 수익성 고려한 사업 지속. 자체 IP 및 자체결제시스템으로 지급수수료율도 감소 예상 4Q25에는 신작 , 출시 예정이며 각각 해당 분기 440억, 280억원의 매출 추정. 특히 두 게임은 PC와 콘솔로 유저층을 확대한다는 면에서 동사의 멀티 플랫폼 역량을 확인할 수 있을 것. 또다른 기대작 은 내년 1월 28일로 출시 확정.",data/clean_data.csv,5
"또다른 기대작 은 내년 1월 28일로 출시 확정. 과 은 TGS 통해 글로벌 마케팅 진행했고, 글로벌 동시 출시되면 해외 매출 비중이 국내보다 높을 전망. 내년에도 5개 이상의 신작과 기존작들의 해외 서비스 확장으로 포트폴리오 누적할 것 Valuation  Risk 실적 서프라이즈 지속되며 밸류에이션 매력 부각 투자의견 매수를 유지하고, 목표주가는 91,000원으로 상향. 목표주가는 12개월 선행 주당순이익에 목표 주가수익비율 20배 적용.",data/clean_data.csv,5
"목표주가는 12개월 선행 주당순이익에 목표 주가수익비율 20배 적용. 2024년부터 이어진 실적 서프라이즈와 하반기 및 내년까지 이어질 수 있어, 내년 실적 성장을 바라볼 때 업종 내 밸류에이션 매력이 가장 높은 게임사라 판단",data/clean_data.csv,5
"제목: 화장품
부제: 메이크업 예능시대's 아이디어!
날짜: 2025-10-20
작성자: 박현진
카테고리: 국내업종
링크: https://bbs2.shinhaninvest.com/mobile/view.do?boardName=giindustry&messageId=920136&messageNumber=8160
본문: 저스트 메이크업, 퍼펙트 글로우까지! 제2전성기 기대 한국 인디뷰티 수출 성장 강세 트렌드를 알리는 문화예능 컨텐츠 붐이 일 조짐이다.",data/clean_data.csv,6
"10월 초부터 방영한 저스트 메이크업은 5개국 이상에서 아마존 프라임 비디오 인기 컨텐츠 Top10 안에 랭크 되었고, 쿠팡플레이에서도 주간 순위 Top1위를 기록 중이다. 여기에 11월 tvN에서 방영 예정인 퍼펙트 글로우는 미국 뉴욕에서 한국 컨셉 뷰티숍을 전개함으로서 한국 인디뷰티 입지를 재확인하는 문화 컨텐츠이며, 방영 전부터 소셜미디어상에서 예비 시청자들의 관심이 높다. 이러한 한국 메이크업 예능 프로그램 확산은 한국 인디뷰티의 경쟁력을 전 세계에 다시 한번 더 알리는 계기가 되기에 충분하다.",data/clean_data.csv,6
"그래서인지 24년 하반기 미국 성과가 나올 줄 알았던 몇몇 기업들이 예상외 실적 부진을 겪었으나 3Q25 신제품 출시와 마케팅비를 늘려가며 해외 시장 진출 액션이 강화되는 양상이다. 당사 리서치는 24~25년 연간반기 전망 레포트에서 줄곧 23~24년은 화장품 수출 성장사이클의 초기 성장 구간, 25~26년을 중기 성장 구간으로 언급한 바 있는데 초기~중기 성장의 주인공이 기초 화장품 성장이었다면, 이제는 색조 화장품을 포함한 한국 인디뷰티 전반을 아우르는 카테고리까지 수출 성장이 강화된다고 볼 수 있다.",data/clean_data.csv,6
"메이크업 예능 시대를 맞아 뷰티 인플루언서들의 영향력은 한층 강화될 것으로예상하며, 따라서 그들이 애용하는 브랜드, 제품을 찾아 투자 아이디어로 제안한다. 수혜 예상기업으로는 아모레퍼시픽, 토니모리, 클리오, 아이패밀리에스씨 등이다. 그간 화장품 업종 내에서 1년간 소외받던 기업들이다. 기초 화장품에서 강세를 보이는 에이피알, 달바글로벌은 26년에도 50 YoY 이상의 매출 성장을 전망한다. 두 기업 모두 25년 성장률에 비하면 50 성장률이 새롭진 않다.",data/clean_data.csv,6
"두 기업 모두 25년 성장률에 비하면 50 성장률이 새롭진 않다. 하지만 토니모리, 클리오, 아이패밀리에스씨 등 소외주들에 50 매출 성장은 도전이고, 주가 추세 반등에 기회다. 단기적으로 에이피알에 대한 최선호주 관점은 유지하지만, 25년 블랙프라이데이, 크리스마스 쇼핑 주간을 맞아 한국 인디뷰티 수출 성장은 색조라는 카테고리를 더해가며 업종 평균 두 자리 매출 성장 추세를 유지해나갈 전망이다. 따라서 26년을 맞이해 우리는 지금까지의 소외주, 그리고 색조 ODM 강자 코스맥스 등에 관심이 더 필요하다.",data/clean_data.csv,6
"제목: 신한 플랫폼 Weekly(엔터/미디어/인터넷/게임/통신)
부제: 돈이 되는 오지랖(10월 4주차)
날짜: 2025-10-20
작성자: 지인해
카테고리: 국내업종
링크: https://bbs2.shinhaninvest.com/mobile/view.do?boardName=giindustry&messageId=920133&messageNumber=8159",data/clean_data.csv,7
"본문: 엔터미디어레저  모멘텀 대비 주가가 빨리 움직이는 엔터주 엔터 단기 모멘텀 소강 및 중국 불확실성 이슈로 주가 출렁이나, 이미 중국 공연 없이도 팬미팅팝업스토어 등 중화권 매출 안정적 성장세.",data/clean_data.csv,7
"3Q25는 하이브(IP 투자비가 대거 집행)만 기대치 하회, 기존 엔터 3사는 양호한 실적 예상. 26년 굿즈 및 슈퍼 IP 효과로 BIG CYCLE 의견 유지. 내년 2월 전후 K-POP 역사상 가장 큰 이벤트인 BTS 월드투어 (2월 공개  3~4월 컴백  4~5월 월드투어 시작 예상) 공개될 전망.",data/clean_data.csv,7
"엔터업종은 모멘텀 대비 주가가 빠르게 움직인다는 점을 감안할 시, 연말~연초에는 적극 대응 필요 미디어는 광고 부진중국 차단 지속으로 비우호적인 환경 속에서도 제작비 절감리쿱율 개선편성 확대가 어우러져 3Q25부터 펀더멘털 개선 확인될 전망. BM 개선을 이끌 예능 성과도 긍정적으로 상대적으로 수급이 빈 미디어 섹터 관심 확대 추천 공개 2주만에 국내 쿠팡플레이 시청 1위 및 시청률 7.5배 폭증 호실적 기록.",data/clean_data.csv,7
"동남아중동 지역 프라임비디오 TV쇼 TOP10 진입해 해외 반응도 긍정적 인터넷게임  출시 예정 신작 점검, 지스타 2025 참여부스 10 감소 드림에이지(구 하이브IM)은 1022 출시 예정. 지스타2024에서 긍정적 평가를 받은 모바일 MMORPG이며, 단기 동종 장르 경쟁 강도를 상당 수준 높일 것으로 예상. 같은 날 스마일게이트는 출시 예정이며 글로벌 게임쇼들 통해 긍정적 평가 확인. 1028 위메이드는 블록체인 기능 포함된 글로벌 버전 출시 예정.",data/clean_data.csv,7
"1028 위메이드는 블록체인 기능 포함된 글로벌 버전 출시 예정. 11월에는 중국 게임사 넷이즈의 , 엔씨소프트의 가 각각 15일, 19일에 출시 예정이며 해당 게임들의 성과가 주가 방향 결정할 것 1113부터 부산에서 진행되는 국내 최대 게임쇼 지스타 2025의 참여 부스가 작년 대비 10 감소. 최근 국내 게임사들이 해외 중심의 마케팅을 진행함에 따라 국내보다 해외 게임쇼에 다수 출품한 것이 원인.",data/clean_data.csv,7
"작년 부스를 크게 차렸던 넥슨과 펄어비스가 올해는 불참하고 몇몇 상장사들은 신작 개발이 지연된 영향으로 판단 통신서비스 - 연말까지 밋밋한 주가 흐름 예상 지난주 통신업종 수익률은 SK텔레콤 -0.2, KT 0.2, LG유플러스 -1.7로 KOSPI 3.8를 소폭 하회. 강세장 이어지면서 대표적인 배당방어주인 통신업종 부진이 지속되고 있음. 3분기 실적 전후해서도 분위기 반전 어려울 전망. 대체로 부진한 실적 전망되며 이번주(1021)에는 과기부 국정감사서 해킹 사태 질의 예정 반면 통신장비 업종은 연말~연초 트레이딩 기회 모색.",data/clean_data.csv,7
"1014 삼성전자가 유럽 보다폰으로부터 수 천 개 이상의 오픈랜 사이트 구축 수주를 받은 데 이어 26년까지 주가 재료 풍부. 연말 삼성전자 Verzion향 추가 수주, 3Q24~4Q24 미국 통신 3사 CapEx 가이던스 상향 가능성, 26년 최소 1건의 미국 주파수 경매 등. 통신장비 업종은 계절적으로도 1월 강세를 보이는 패턴. 업종 전체가 비슷한 주가 흐름 보이나 Top Pick은 RFHIC. 방산 부문 성장세가 탄탄하며 34분기에도 영업이익 컨센서스를 상회하는 호실적 기대됨 (1015 자료 참고)",data/clean_data.csv,7
"제목: 건설 Weekly(10월 4주차)
부제: 
날짜: 2025-10-20
작성자: 김선미
카테고리: 국내업종
링크: https://bbs2.shinhaninvest.com/mobile/view.do?boardName=giindustry&messageId=920123&messageNumber=8158
본문: 1013~1017 건설업종 주가는 0.6 하락하며 KOSPI 대비 4.4p 언더퍼폼. 미국 연준 금리 완화 기조 전환에도 국내 주택 수요 규제 강화 및 주요 건설사 3Q25 실적 부진에 업종 주가 부진.",data/clean_data.csv,8
"업체별로는 삼성전자 주가 강세에 삼성물산, KCC가 각각 4.0, 2.9 상승. 반면 실적 부진 우려되는 HDC현산, 현대건설은 각각 6.6, 0.4 하락. 현대건설은 원전 기대감이 주가 급락을 방어 건설 3Q25 실적 컨센서스 하회 전망. 본사자회사 해외 추가원가 발생으로 실적 저조한 현대건설 외 수주 지연 따른 매출 감소(DL이앤씨) 및 일부 현장 준공정산비용 발생(HDC현산)으로 실적 부진. 2026년 실적도 일부 하향. 해외수주 계약 지연 속 정책리스크로 건설사 외형관리 예상되기 때문.",data/clean_data.csv,8
해외수주 계약 지연 속 정책리스크로 건설사 외형관리 예상되기 때문. 큰 폭의 실적 조정은 아니지만 업종 회복 요인 부재한 상황이라 주가 변동성 확대 예상. 원전 관련 마일스톤 달성 확인되며 멀티플 올려갈 현대건설은 조정 시 매수. 그 외는 주가 회복까지 시간 필요 예상,data/clean_data.csv,8
"제목: NAVER
부제: 신사업 확보 가능성, 본업은 성장 둔화
날짜: 2025-10-20
작성자: 강석오
카테고리: 국내종목
링크: https://bbs2.shinhaninvest.com/mobile/view.do?boardName=gicompanyanalyst&messageId=920119&messageNumber=25152
본문: 신한생각 AI 통한 전사적 시너지와 트래픽 성장 없다면... 두나무 인수 가능성 부각되며 단기 주가 상승.",data/clean_data.csv,9
"두나무 인수 가능성 부각되며 단기 주가 상승. 그러나 기존 사업과의 시너지 제한적이고 광고커머스AI 사업 성장성 둔화로 상승 여력은 제한적 3Q25 Preview 커머스 신사업 투자 확대로 수익성 정체 NAVER는 3Q25 영업수익 3조 431억원(YoY 12.1, QoQ 4.4), 영업이익 5,562억원(YoY 5.9, QoQ 6.6, 영업이익률 18.3)을 기록하며 컨센서스 영업이익 5,709억원을 하회할 전망. 커머스 수수료 인상에도 플러스스토어 투자 확대하며 마케팅비 증가.",data/clean_data.csv,9
"커머스 수수료 인상에도 플러스스토어 투자 확대하며 마케팅비 증가. 검색웹툰클라우드 정체, 하이퍼클로바X 위한 GPU 구입, 인건비 증가로 수익성 정체 예상 언론을 통해 네이버파이낸셜-두나무 합병 가능성 부각. 합병 비율과 주주간 이해관계 해결 후 합병에 성공할시 두나무 실적 연결 인식 가능. 두나무의 1H25 영업이익은 5,491억원으로 네이버 연결 실적은 큰 폭 증가하나, 네이버의 현금성전략적 자산을 대부분 소진하며 확보한 코인 사업이 기존 사업과의 시너지는 없을 것.",data/clean_data.csv,9
"오히려 현재 집중하고 있는 AI 및 광고커머스 사업의 투자 여력 낮아진다면 두나무 인수에 따른 기업 가치 상승분과 기존 사업 가치 하락이 상쇄될 가능성 존재. 두나무의 최근 실적이 코인 시장의 호황이 원인이었다는 것, 시장 기대감이 존재하는 원화 스테이블 코인 시장이 달러 대비 규모의 경제를 일으키지 못할 것이라는 것을 고려했을 때 연결 실적 인식만으로 주가의 대세 상승이 나타날지 의문 Valuation  Risk 신사업 확보해도 상승 여력은 제한적 투자의견 Trading BUY와 목표주가 250,000원 유지.",data/clean_data.csv,9
목표주가는 사업부문별 가치합산(SOTP) 방식으로 산출. 동사에 우호적인 조건으로 네이버파이낸셜-두나무 합병 가정해도 사업가치 및 주가 상승 여력 제한적일 전망,data/clean_data.csv,9
"제목: 카카오
부제: 명절 효과 이연, AI 검색 도입 효과 기대
날짜: 2025-10-20
작성자: 강석오
카테고리: 국내종목
링크: https://bbs2.shinhaninvest.com/mobile/view.do?boardName=gicompanyanalyst&messageId=920118&messageNumber=25151
본문: 신한생각 AI 검색 및 ChatGPT 도입 효과 기대 트래픽 상승이 광고커머스 매출 증가 주요 동력.",data/clean_data.csv,10
"AI 검색 및 숏폼 도입이 이탈한 유저 지표 회복시키며 실적 및 주가 상승 견인할 것으로 전망 3Q25 Preview 명절 성수기 효과 이연 카카오는 3Q25 영업수익 2조 379억원(YoY  6.1, QoQ 0.5), 영업이익 1,616억원(YoY 23.8, QoQ -13.1, 영업이익률 7.9)을 기록하며 컨센서스 영업이익 1,653억원 부합 전망. AI와 웹툰 관련 마케팅비가 증가하고, 추석이 10월에 있어 성수기 효과가 이연되었을 것으로 예상.",data/clean_data.csv,10
"그럼에도 전분기 대비 매출이 감소하지 않아 4Q25에 광고 및 선물하기 매출 증가 효과 클 것. 에스엠 성장세 외 게임미디어 부문 큰 변화 없음 카카오톡 친구탭 개편에 여론이 부정적이지만 내년 실적 추정치에 영향은 미미. 친구목록피드는 설정을 통해 유저가 선택할 수 있도록 업데이트 예정. 내년 실적 성장은 AI 검색, 에이전트 도입, 숏폼 콘텐츠 공급으로 유저 체류시간 및 광고 슬롯 증가에서 크게 나타날 것이기에 기존 투자포인트 유효.",data/clean_data.csv,10
"10월말~11월초 채팅방 내 카나나 AI 도입과 ChatGPT 추가되며 유저 반응 긍정적일 전망이며, 이미지영상 생성형 AI도 도입될 것으로 기대 페이모빌리티는 수익성 개선과 외국인 방한객 증가의 수혜, 웹툰은 마케팅비 통제로 이익률 상승 실현 중. 게임은 , , 로 턴어라운드 나타나며 자회사들의 실적 기여가 나타날 전망 Valuation  Risk AI 통한 트래픽 회복 긍정적으로 전망 투자의견 매수와 목표주가 87,000원 유지. 목표주가는 사업부문별 가치 합산 방식으로 산출.",data/clean_data.csv,10
"목표주가는 사업부문별 가치 합산 방식으로 산출. 인터넷 업종 주가 하락은 트래픽 감소에 따른 성장성 소멸이 원인, AI숏폼 통해 이탈한 트래픽 다시 회복하며 주가 상승 전망",data/clean_data.csv,10
"제목: 크래프톤
부제: 콜라보로 실적 반등, 향후 성장성은 부재
날짜: 2025-10-20
작성자: 강석오
카테고리: 국내종목
링크: https://bbs2.shinhaninvest.com/mobile/view.do?boardName=gicompanyanalyst&messageId=920117&messageNumber=25150
본문: 신한생각 IP 확보보다 신작 성과 통한 개발력 자체를 증명할 필요 여러 신작 투자, 퍼블리싱 했지만 성과 미미. 성장률 둔화 예상되어 하반기 주가 부정적 전망.",data/clean_data.csv,11
"성장률 둔화 예상되어 하반기 주가 부정적 전망. 개발력 보강 위한 MA 및 인력 투자 필요 3Q25 Preview 아티스트스포츠카 콜라보 효과 크래프톤은 3Q25 영업수익 8,160억원(YoY 13.4, QoQ 23.3), 영업이익 3,548억원(YoY 9.4, QoQ 44.2, 영업이익률 43.5)으로 컨센서스 영업이익 3,591억원에 부합할 전망. PC는 7월 에스파, 8월 부가티, 9월 GD 콜라보 진행하며 작년과 같은 콜라보 효과 및 계절성 재현. 모바일은 스포츠카 브랜드뿐만 아니라 중국 콜라보로 반등.",data/clean_data.csv,11
"모바일은 스포츠카 브랜드뿐만 아니라 중국 콜라보로 반등. 당분기에는 넵튠, 4Q25에는 ADK 실적 연결 인식 예정이며 두 회사의 이익 규모가 기존 사업 대비 유의미하게 크지 않아 이익 규모 변동은 미미함 가 반등에 실패하고 (구 다크앤다커모바일)이 글로벌 출시를 사실상 포기함에 따라 단기 성장 동력 부재. 작년, 올해 몇 개씩 게임이 출시되었으나 시장이 작은 장르들이라 실적에 기여하지 못함.",data/clean_data.csv,11
